page_url,page_title,date,pageviews,unique_pageviews
/campuses/,Campuses - CodeClan,2020-03-21,1,1
/campuses/,Campuses - CodeClan,2020-03-25,2,1
/campuses/,Campuses - CodeClan,2020-03-27,1,1
/campuses/,Campuses - CodeClan,2020-04-01,2,2
/campuses/,Campuses - CodeClan,2020-04-02,1,1
/campuses/,Campuses - CodeClan,2020-04-03,4,1
/campuses/,Campuses - CodeClan,2020-04-09,1,1
/campuses/,Campuses - CodeClan,2020-04-10,1,1
/campuses/,Campuses - CodeClan,2020-04-14,2,2
/codeclanstudentintranet/,Page not found - CodeClan,2020-04-13,1,1
/corona,Page not found - CodeClan,2020-03-20,3,2
/coronavirus/,Coronavirus - CodeClan,2020-03-18,171,166
/coronavirus/,Coronavirus - CodeClan,2020-03-19,57,56
/coronavirus/,Coronavirus - CodeClan,2020-03-20,72,65
/coronavirus/,Coronavirus - CodeClan,2020-03-21,23,23
/coronavirus/,Coronavirus - CodeClan,2020-03-22,21,21
/coronavirus/,Coronavirus - CodeClan,2020-03-23,44,39
/coronavirus/,Coronavirus - CodeClan,2020-03-24,29,26
/coronavirus/,Coronavirus - CodeClan,2020-03-25,32,31
/coronavirus/,Coronavirus - CodeClan,2020-03-26,17,16
/coronavirus/,Coronavirus - CodeClan,2020-03-27,19,17
/coronavirus/,Coronavirus - CodeClan,2020-03-28,12,12
/coronavirus/,Coronavirus - CodeClan,2020-03-29,14,13
/coronavirus/,Coronavirus - CodeClan,2020-03-30,28,23
/coronavirus/,Coronavirus - CodeClan,2020-03-31,18,17
/coronavirus/,Coronavirus - CodeClan,2020-04-01,23,21
/coronavirus/,Coronavirus - CodeClan,2020-04-02,14,13
/coronavirus/,Coronavirus - CodeClan,2020-04-03,18,15
/coronavirus/,Coronavirus - CodeClan,2020-04-04,12,8
/coronavirus/,Coronavirus - CodeClan,2020-04-05,13,13
/coronavirus/,Coronavirus - CodeClan,2020-04-06,16,14
/coronavirus/,Coronavirus - CodeClan,2020-04-07,12,10
/coronavirus/,Coronavirus - CodeClan,2020-04-08,27,20
/coronavirus/,Coronavirus - CodeClan,2020-04-09,14,14
/coronavirus/,Coronavirus - CodeClan,2020-04-10,9,9
/coronavirus/,Coronavirus - CodeClan,2020-04-11,10,7
/coronavirus/,Coronavirus - CodeClan,2020-04-12,13,13
/coronavirus/,Coronavirus - CodeClan,2020-04-13,16,15
/coronavirus/,Coronavirus - CodeClan,2020-04-14,13,13
/coronavirus/,Coronavirus - CodeClan,2020-04-15,6,6
/coronavirus/,Coronavirus - CodeClan,2020-03-23,2,2
/coronavirus/,Coronavirus - CodeClan,2020-03-18,36,36
/coronavirus/,Coronavirus - CodeClan,2020-03-19,3,3
/coronavirus/,Coronavirus - CodeClan,2020-03-22,2,1
/coronavirus/,Coronavirus - CodeClan,2020-03-23,2,1
/coronavirus/,Coronavirus - CodeClan,2020-03-24,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-28,2,2
/coronavirus/,Coronavirus - CodeClan,2020-04-03,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-23,8,7
/coronavirus/,Coronavirus - CodeClan,2020-03-24,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-20,12,12
/coronavirus/,Coronavirus - CodeClan,2020-03-21,3,3
/coronavirus/,Coronavirus - CodeClan,2020-03-22,5,5
/coronavirus/,Coronavirus - CodeClan,2020-03-23,3,2
/coronavirus/,Coronavirus - CodeClan,2020-03-24,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-25,2,2
/coronavirus/,Coronavirus - CodeClan,2020-03-25,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-30,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-31,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-19,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-19,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-29,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-19,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-19,1,1
/coronavirus/,Coronavirus - CodeClan,2020-04-10,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-19,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronavirus/,Coronavirus - CodeClan,2020-03-18,1,1
/coronovirus,Page not found - CodeClan,2020-03-21,2,1
/coronovirus,Page not found - CodeClan,2020-03-22,1,1
/course_java,Page not found - CodeClan,2020-03-19,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-15,19,13
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-16,32,23
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-17,44,32
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-18,30,25
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-19,28,18
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-20,35,22
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-21,17,15
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-22,15,12
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-23,24,17
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-24,26,19
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-25,25,16
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-26,22,19
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-27,12,10
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-28,15,10
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-29,17,14
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-30,37,27
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-31,25,22
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-01,33,24
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-02,44,31
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-03,30,21
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-04,17,15
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-05,13,10
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-06,36,25
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-07,21,15
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-08,33,28
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-09,49,26
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-10,33,26
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-11,23,18
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-12,22,14
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-13,38,25
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-14,51,29
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-15,23,19
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-09,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-09,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-14,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-14,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-14,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-14,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-14,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-14,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-23,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-17,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-17,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-03-16,1,1
/courses/,Learn to code - Digital & programming courses - CodeClan Edinburgh & Glasgow,2020-04-14,3,1
/courses/16-week-course/apply/,Page not found - CodeClan,2020-03-19,2,1
/courses/16-week-course/apply/,Page not found - CodeClan,2020-03-27,1,1
/courses/16-week-course/apply/,Page not found - CodeClan,2020-04-03,1,1
/courses/16-week-course/apply/,Page not found - CodeClan,2020-04-05,1,1
/courses/16-week-course/apply/,Page not found - CodeClan,2020-04-09,1,1
/courses/16-week-course/apply/,Page not found - CodeClan,2020-04-11,1,1
/courses/16-week-course/apply/,Page not found - CodeClan,2020-04-14,1,1
/courses/16-week-course/apply/thank-you/,Page not found - CodeClan,2020-04-01,1,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-15,1,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-17,13,12
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-19,4,4
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-20,1,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-23,3,3
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-24,3,3
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-26,3,3
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-29,2,2
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-30,8,8
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-31,4,4
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-01,2,2
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-02,3,3
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-03,2,2
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-04,2,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-06,2,2
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-08,2,2
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-09,1,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-10,1,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-11,1,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-12,1,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-13,1,1
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-04-14,2,2
/courses/agile-for-effective-teams/,Agile for Effective Teams - Agile Development Course - CodeClan,2020-03-30,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-15,3,3
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-16,3,3
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-17,3,3
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-18,3,3
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-19,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-21,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-22,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-23,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-25,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-30,3,2
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-03-31,4,4
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-01,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-02,2,2
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-03,2,2
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-04,2,2
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-06,4,3
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-07,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-08,2,2
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-09,3,2
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-10,2,2
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-13,1,1
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-14,4,4
/courses/bespoke-courses/,Bespoke Courses - Digital and coding training for teams - CodeClan,2020-04-15,2,2
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-15,27,24
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-16,30,24
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-17,34,28
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-18,26,21
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-19,20,19
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-20,28,24
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-21,10,9
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-22,22,21
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-23,41,29
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-24,42,29
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-25,28,23
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-26,42,31
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-27,14,11
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-28,15,12
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-29,27,18
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-30,25,21
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-31,32,25
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-01,19,15
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-02,40,38
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-03,24,20
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-04,27,19
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-05,26,22
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-06,32,26
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-07,42,32
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-08,32,19
/courses/data-analysis/,2020 NEW Data Analysis - CodeClan,2020-04-08,8,4
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-08,67,31
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,51,37
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-10,36,27
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-11,11,9
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-12,30,26
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-13,52,40
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-14,55,40
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-15,30,25
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-18,9,8
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-28,1,1
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-19,1,1
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-26,1,1
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-03-30,1,1
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-06,1,1
/courses/data-analysis/,14-week Data Analysis course | CodeClan,2020-04-07,1,1
/courses/data-analysis/,2020 NEW Data Analysis - CodeClan,2020-04-08,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-08,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-14,1,1
/courses/data-analysis/,Data Analysis - CodeClan,2020-04-09,7,1
/courses/data-analysis/admissions@codeclan.com,Page not found - CodeClan,2020-04-08,1,1
/courses/data-analysis/admissions@codeclan.com,Page not found - CodeClan,2020-04-09,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-15,2,2
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-16,5,3
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-17,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-18,3,3
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-21,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-22,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-23,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-24,2,2
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-25,5,4
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-26,3,2
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-27,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-28,2,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-29,3,3
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-31,2,2
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-01,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-02,2,2
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-03,4,3
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-04,3,3
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-05,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-06,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-07,6,5
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-08,1,1
/courses/data-analysis/application-process/,Page not found - CodeClan,2020-04-08,3,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-03-25,1,1
/courses/data-analysis/application-process/,Data Analysis Application Process - CodeClan,2020-04-07,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-15,2,2
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-16,6,6
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-17,7,7
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-18,5,4
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-19,4,4
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-20,3,3
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-21,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-22,4,4
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-23,4,3
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-24,3,3
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-25,7,7
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-26,7,6
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-28,3,2
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-29,3,3
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-30,2,2
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-03-31,4,4
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-01,4,4
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-02,9,9
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-03,7,7
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-04,4,4
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-05,10,8
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-06,13,6
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-07,8,7
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-08,26,13
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-09,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-10,2,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-12,2,2
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-13,4,4
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-14,5,5
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-15,1,1
/courses/data-analysis/apply/,Page not found - CodeClan,2020-04-08,6,2
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-06,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-07,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-07,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-07,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-08,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-08,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-08,1,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-08,4,1
/courses/data-analysis/apply/,Apply for Data Analysis - CodeClan,2020-04-07,2,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-16,2,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-17,4,3
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-18,2,2
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-19,1,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-20,1,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-21,4,2
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-22,1,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-23,3,3
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-24,5,3
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-26,2,2
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-27,1,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-29,5,3
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-03-31,1,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-01,2,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-02,3,3
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-03,5,3
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-04,4,4
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-05,1,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-06,2,2
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-08,20,8
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-08,1,1
/courses/data-analysis/case-study/,"Case study: Meet Blair, Data Engineer & CodeClan graduate - Data Analysis - CodeClan",2020-04-08,1,1
/courses/data-analysis/cost-and-funding/,Cost and Funding - CodeClan,2020-03-15,4,4
/courses/data-analysis/cost-and-funding/,Cost and Funding - CodeClan,2020-03-16,1,1
/courses/data-analysis/cost-and-funding/,Cost and Funding - CodeClan,2020-03-17,6,6
/courses/data-analysis/cost-and-funding/,Cost and Funding - CodeClan,2020-03-18,4,4
/courses/data-analysis/cost-and-funding/,Cost and Funding - CodeClan,2020-03-19,5,4
/courses/data-analysis/cost-and-funding/,Cost and Funding - CodeClan,2020-03-20,2,2
/courses/data-analysis/cost-and-funding/,Cost and Funding - CodeClan,2020-03-21,3,2
/courses/data-analysis/cost-and-funding/,Cost and Funding - CodeClan,2020-03-22,5,5
